detectionid,code,year,filename,timestamp,x1,x2,y1,y2,wktposition,abovethreshold,nweID,nweTR,eurID,eurTR
22a09ee9-fdbe-419d-9bb8-4c3669af03db,G1,2025,20250626011000-snapshot.jpg,1750900200,2056,2132,1711,1763,POINT(14.8866697 50.2391933),TRUE,Araneae,order,Araneae,order
22a19cdc-eab4-4707-aab6-f98275cff675,F1,2025,20250605015959-snapshot.jpg,1749088799,2768,2824,1415,1479,POINT(14.8958531 50.2718919),TRUE,Hemiptera,order,Hemiptera,order
22a232c6-aaf0-4183-8445-a6fb435b2a7a,G1,2025,20250903012959-snapshot.jpg,1756862999,2104,2332,1054,1324,POINT(14.8866697 50.2391933),TRUE,Autographa gamma,species,Autographa,genus
22a2e158-9d89-4e32-bac3-0bad95360f82,G1,2025,20250627232959-snapshot.jpg,1751066999,1423,1523,667,751,POINT(14.8866697 50.2391933),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22a33462-6348-420e-9fff-d4382f51d302,G1,2025,20250805004000-snapshot.jpg,1754354400,1265,1425,61,294,POINT(14.8866697 50.2391933),TRUE,Eilema lutarella L.,species,Indalia,genus
22a34af4-95df-4dd9-9c28-3b008af12714,F1,2025,20250723002000-snapshot.jpg,1753230000,2018,2124,445,623,POINT(14.8958531 50.2718919),TRUE,Phalonidia affinitana,species,Aethes hartmanniana,species
22a3e7e7-bc8d-44e3-b64d-f0c34dc2e141,F1,2025,20250417012000-snapshot.jpg,1744852800,1994,2220,785,953,POINT(14.8958531 50.2718919),TRUE,Costaconvexa polygrammata,species,Costaconvexa polygrammata,species
22a4c5f4-eec8-43ad-b46a-52c13b398bc0,W1,2025,20250910001000-snapshot.jpg,1757463000,2047,2132,316,399,,TRUE,Hemiptera,order,Hemiptera,order
22a65889-aceb-40ea-a28a-4ba7cc41d6f5,G1,2025,20250617001959-snapshot.jpg,1750119599,3692,3768,1929,2056,POINT(14.8866697 50.2391933),TRUE,Opostega salaciella,species,Pyralidae,family
22a7b24a-3fa8-4709-bb88-0691a56ea9a8,G1,2025,20250618234000-snapshot.jpg,1750290000,155,214,1160,1217,POINT(14.8866697 50.2391933),TRUE,Araneae,order,Araneae,order
22a89742-af48-4f37-a973-f9080abfb6e9,F1,2025,20250629022959-snapshot.jpg,1751164199,1007,1055,815,870,POINT(14.8958531 50.2718919),TRUE,Hemiptera,order,Hemiptera,order
22a968a8-4194-49e5-94dd-203f4146b8c9,F1,2025,20250617023959-snapshot.jpg,1750127999,1096,1347,1246,1542,POINT(14.8958531 50.2718919),TRUE,Aplocera plagiata,species,Aplocera plagiata,species
22a981e8-de41-4814-8fc1-5208ad15942f,G1,2025,20250619021000-snapshot.jpg,1750299000,1545,1628,450,595,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22a9ff14-e876-4ee2-82a3-d72519ddb012,G1,2025,20250724011959-snapshot.jpg,1753319999,3668,3824,1121,1307,POINT(14.8866697 50.2391933),TRUE,Yponomeuta evonymella,species,Yponomeuta,genus
22aa9949-23fe-47ee-a0f4-60c3506b88ec,F1,2025,20250815022000-snapshot.jpg,1755224400,3164,3208,1134,1190,POINT(14.8958531 50.2718919),FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22aa9a0f-7f61-421f-a4cd-478baa08b1e6,W1,2025,20250710002000-snapshot.jpg,1752106800,3016,3148,1334,1523,,TRUE,Pediasia contaminella,species,Lepidoptera Micros,order
22abaeff-5479-46ad-bd2a-ac4df1350599,F1,2025,20250604010000-snapshot.jpg,1748998800,1101,1362,1439,1680,POINT(14.8958531 50.2718919),TRUE,Idaea straminata,species,Idaea straminata,species
22acdead-bf9a-40b8-a738-fbdc52974e57,W1,2025,20250703025959-snapshot.jpg,1751511599,705,781,413,499,,TRUE,Hymenoptera Other,order,Hymenoptera Other,order
22af00ad-1a54-4688-9a88-ac499159d134,F1,2025,20250627015000-snapshot.jpg,1750989000,2364,2496,619,713,POINT(14.8958531 50.2718919),TRUE,Archips xylosteana,species,Archips xylosteana,species
22af2ca1-e59c-4cbd-bb8f-008045e5f46e,W1,2025,20250622004959-snapshot.jpg,1750553399,1436,1510,427,535,,TRUE,Coleoptera,order,Coleoptera,order
22af5220-c91f-4fa2-a96e-d24f2a0d5db2,G1,2025,20250623013000-snapshot.jpg,1750642200,367,516,1226,1398,POINT(14.8866697 50.2391933),TRUE,Oncocera semirubella,species,Oncocera semirubella,species
22afa509-f56c-410a-b0ca-2647629f6708,W1,2025,20250622014959-snapshot.jpg,1750556999,2452,2628,291,515,,TRUE,Sitochroa verticalis,species,Lepidoptera Macros,order
22afbc87-4dbd-45c3-bd6b-fb01dc150a58,W1,2025,20250816233000-snapshot.jpg,1755387000,1916,2272,532,749,,TRUE,Pleuroptya ruralis,species,Pleuroptya ruralis,species
22b0012d-be71-48d7-b224-ec97c1cc6f67,F1,2025,20250820234000-snapshot.jpg,1755733200,3704,3756,1463,1516,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22b06605-de4d-42e1-8d2e-464631180bb7,G1,2025,20250710011959-snapshot.jpg,1752110399,2400,2484,973,1077,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22b069fd-449c-43a1-a7bd-03092b696682,F1,2025,20250815001000-snapshot.jpg,1755216600,1377,1423,1196,1240,POINT(14.8958531 50.2718919),FALSE,Ephemeroptera,order,Ephemeroptera,order
22b155d6-abeb-407e-91ce-ec494c19b022,F1,2025,20250624023000-snapshot.jpg,1750732200,3700,3816,1225,1404,POINT(14.8958531 50.2718919),TRUE,Crambus pratella,species,Pyralidae,family
22b2475f-311a-4b71-bc6d-8e03954e6aa3,G1,2025,20250526232959-snapshot.jpg,1748302199,2188,2272,63,165,POINT(14.8866697 50.2391933),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22b28efc-f944-4771-80c1-e36892c2b285,W1,2025,20250703012959-snapshot.jpg,1751506199,3128,3188,1905,1971,,FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22b29042-20ca-42ae-9ba7-09ed6b9e3a0f,W1,2025,20250625002959-snapshot.jpg,1750811399,1504,1616,1956,2104,,TRUE,Trichoptera,order,Trichoptera,order
22b2f0de-fbdf-4aae-a626-04658c64138c,F1,2025,20250629011959-snapshot.jpg,1751159999,1432,1484,485,541,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22b2f2c7-e400-40b5-b660-69dcdee0d166,F1,2025,20250813020000-snapshot.jpg,1755050400,1521,1574,449,501,POINT(14.8958531 50.2718919),TRUE,Hymenoptera Other,order,Hymenoptera Other,order
22b360ef-92d6-4835-ad75-82772d2d5da0,W1,2025,20250707024959-snapshot.jpg,1751856599,2424,2496,1164,1213,,TRUE,Hemiptera,order,Hemiptera,order
22b50538-ce5d-4eb8-9267-25cc1de18a32,G1,2025,20250701023000-snapshot.jpg,1751337000,1169,1273,1977,2100,POINT(14.8866697 50.2391933),TRUE,Aphelia paleana,species,Lepidoptera Macros,order
22b5a8d2-b314-409a-b7bc-36275a062871,G1,2025,20250625232000-snapshot.jpg,1750893600,3856,3904,345,417,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22b5e6bb-9af2-4a08-aa0d-7d1cc619933e,F1,2025,20250531020000-snapshot.jpg,1748656800,2992,3180,1237,1422,POINT(14.8958531 50.2718919),TRUE,Deltote deceptoria,species,Deltote deceptoria,species
22b607c1-eadd-4813-ad5e-f8b43708b82b,W1,2025,20250626014959-snapshot.jpg,1750902599,1699,1789,61,313,,TRUE,Trichoptera,order,Trichoptera,order
22b66b5a-3fa5-4f15-bf93-cfc155f237fd,F1,2025,20250722002959-snapshot.jpg,1753144199,3512,3568,556,610,POINT(14.8958531 50.2718919),FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22b78c6a-8535-4bf2-969c-308bc92e0be7,F1,2025,20250620025000-snapshot.jpg,1750387800,1202,1431,0,306,POINT(14.8958531 50.2718919),TRUE,Peribatodes rhomboidaria,species,Geometridae,family
22b82c5d-f106-45a2-b449-52a77bbc241f,F1,2025,20250716235000-snapshot.jpg,1752709800,287,339,318,381,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22b9c9e4-3b1c-4983-995c-82203a846246,F1,2025,20250721001000-snapshot.jpg,1753056600,103,275,16,193,POINT(14.8958531 50.2718919),FALSE,Epiblema foenella,species,Lepidoptera Macros,order
22b9eb09-e885-4171-b759-92fee114342a,F1,2025,20250511024000-snapshot.jpg,1746931200,1065,1289,1553,1829,POINT(14.8958531 50.2718919),TRUE,Tyria jacobaeae,species,Tyria jacobaeae,species
22bac6bd-c5b6-42cf-b1f8-a158fa853af6,W1,2025,20250721003000-snapshot.jpg,1753057800,3556,3612,916,984,,TRUE,Hemiptera,order,Hemiptera,order
22badd6b-193c-46b7-b3fb-826f8d4ec98c,G1,2025,20250807005000-snapshot.jpg,1754527800,1298,1364,975,1081,POINT(14.8866697 50.2391933),TRUE,Lathronympha strigana,species,Lepidoptera Micros,order
22bb01f0-8ed2-4903-acb6-d526561ae452,W1,2025,20250625012959-snapshot.jpg,1750814999,1958,2011,205,428,,TRUE,Trichoptera,order,Trichoptera,order
22bb75a1-dfdb-4178-8153-6039ff31f84f,W1,2025,20250708000959-snapshot.jpg,1751933399,3100,3168,367,472,,TRUE,Loxostege sticticalis,species,Lepidoptera Micros,order
22bc2309-856e-4814-aba9-b24c850b72f8,W1,2025,20250624024000-snapshot.jpg,1750732800,1847,1977,73,212,,FALSE,Plutella xylostella,species,Plutella,genus
22be273a-8b8a-4887-a9c9-071919eeaaff,W1,2025,20250701004000-snapshot.jpg,1751330400,1940,1991,868,915,,FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22be51df-a639-4956-b671-24f46eb4764d,F1,2025,20250625005959-snapshot.jpg,1750813199,74,124,1539,1619,POINT(14.8958531 50.2718919),TRUE,Hemiptera,order,Hemiptera,order
22bea565-d9ab-4f2e-866d-9ad5c152b01b,G1,2025,20250708001000-snapshot.jpg,1751933400,1634,1812,548,767,POINT(14.8866697 50.2391933),TRUE,Eupithecia simpliciata,species,Eupithecia,genus
22c0093e-cf76-4d55-9100-6fa06b5bd77a,F1,2025,20250705020000-snapshot.jpg,1751680800,2320,2364,151,216,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22c03d21-3214-4edc-9256-acb8b1b40b1b,F1,2025,20250504000000-snapshot.jpg,1746316800,1115,1159,1149,1204,POINT(14.8958531 50.2718919),FALSE,Hemiptera,order,Hemiptera,order
22c053bc-397e-47e3-8551-bc56b8ac7d70,W1,2025,20250630000959-snapshot.jpg,1751242199,374,421,1551,1608,,TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22c08d80-70fa-47e3-93c1-80ee313d94ed,G1,2025,20250721022000-snapshot.jpg,1753064400,903,1023,1841,1983,POINT(14.8866697 50.2391933),TRUE,Ypsolopha nemorella,species,Ypsolopha,genus
22c1291e-2909-4d6e-b67a-2260dc347c13,G1,2025,20250628011959-snapshot.jpg,1751073599,869,1075,1203,1445,POINT(14.8866697 50.2391933),TRUE,Atolmis rubricollis,species,Lepidoptera Macros,order
22c12c76-3590-4d2e-90f7-f71f4f45af75,G1,2025,20250626000000-snapshot.jpg,1750896000,61,159,111,225,POINT(14.8866697 50.2391933),FALSE,Helcystogramma rufescens,species,Tortricidae,family
22c19c91-c4e8-42c3-9481-c754548bf6b2,F1,2025,20250605011959-snapshot.jpg,1749086399,280,351,1764,1866,POINT(14.8958531 50.2718919),TRUE,Hemiptera,order,Hemiptera,order
22c1a069-83ea-4730-b11c-1bd532ef449e,G1,2025,20250723022000-snapshot.jpg,1753237200,3600,3744,1235,1463,POINT(14.8866697 50.2391933),TRUE,Eilema lutarella L.,species,Lepidoptera Macros,order
22c1b5ba-cd63-4b89-9367-05c2a0e28db2,F1,2025,20250728235959-snapshot.jpg,1753747199,1352,1633,590,878,POINT(14.8958531 50.2718919),TRUE,Lymantria dispar,species,Lepidoptera Macros,order
22c245e4-2556-4154-b868-6860835074d7,F1,2025,20250730021000-snapshot.jpg,1753841400,3640,3700,901,953,POINT(14.8958531 50.2718919),TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22c2e973-ce6c-4b76-b772-a5244efdd9f9,F1,2025,20250905024959-snapshot.jpg,1757040599,1315,1371,49,101,POINT(14.8958531 50.2718919),TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22c39224-4ff9-4d3e-978f-70e2c45e97d8,W1,2025,20250715012000-snapshot.jpg,1752542400,1355,1451,1591,1671,,TRUE,Ancylis badiana,species,Ancylis badiana,species
22c5185e-1966-4aa3-a844-6484f176fb06,W1,2025,20250625234959-snapshot.jpg,1750895399,2548,2592,905,959,,TRUE,Hemiptera,order,Hemiptera,order
22c549fb-a0f4-4170-a360-353986ff3ec9,W1,2025,20250619020959-snapshot.jpg,1750298999,877,963,573,695,,TRUE,Hemiptera,order,Hemiptera,order
22c62225-d09d-4354-87cd-092ab2dfead0,W1,2025,20250801011000-snapshot.jpg,1754010600,2412,2492,967,1061,,TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22c64df2-5960-472a-bd67-86c026628d6a,G1,2025,20250813005000-snapshot.jpg,1755046200,2720,2800,102,197,POINT(14.8866697 50.2391933),TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22c7aada-008f-4a1d-b5e8-66b9b3bf60c6,G1,2025,20250721013000-snapshot.jpg,1753061400,849,1069,1907,2096,POINT(14.8866697 50.2391933),TRUE,Eilema depressa,species,Erebidae,family
22c7e22d-a25e-4692-9d16-75061fc4613d,G1,2025,20250817003959-snapshot.jpg,1755391199,411,457,1901,1967,POINT(14.8866697 50.2391933),FALSE,Diptera Brachycera,order,Diptera Brachycera,order
22c87850-5064-48bf-9d09-6f61e8a88348,F1,2025,20250724014000-snapshot.jpg,1753321200,1617,1689,749,823,POINT(14.8958531 50.2718919),TRUE,Hymenoptera Other,order,Hymenoptera Other,order
22c9951d-c815-4c88-94d3-494737960f8e,G1,2025,20250703014000-snapshot.jpg,1751506800,3604,3656,718,766,POINT(14.8866697 50.2391933),FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22cb7482-46b1-4723-8655-64cde6abab0d,G1,2025,20250620231959-snapshot.jpg,1750461599,750,892,2043,2159,POINT(14.8866697 50.2391933),FALSE,Trichoptera,order,Trichoptera,order
22cb9402-5be3-4228-b077-b030451567e5,F1,2025,20250617000959-snapshot.jpg,1750118999,2856,2968,1985,2128,POINT(14.8958531 50.2718919),TRUE,Archips xylosteana,species,Tortricidae,family
22cbab37-3543-4f8a-8a9b-ea8ca94acb82,W1,2025,20250720233000-snapshot.jpg,1753054200,3944,4044,831,952,,TRUE,Coleoptera,order,Coleoptera,order
22cbdfb0-ba08-4d2c-af3c-e1f5d80a55e3,G1,2025,20250624001959-snapshot.jpg,1750724399,3280,3328,287,334,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22cc7e11-d452-441b-b1e3-0b528a3d7000,W1,2025,20250623002000-snapshot.jpg,1750638000,1810,1860,937,1008,,TRUE,Hemiptera,order,Hemiptera,order
22cc8cc4-82d1-4348-9321-0b3104f90d3a,F1,2025,20250821012000-snapshot.jpg,1755739200,517,693,1858,2128,POINT(14.8958531 50.2718919),TRUE,Eilema complana,species,Erebidae,family
22cd479b-a2cd-440d-a9ec-959f46f8cfdc,W1,2025,20250624024000-snapshot.jpg,1750732800,389,437,448,522,,FALSE,Hemiptera,order,Hemiptera,order
22cd873f-f052-4f8d-ba23-5c85d30d1e12,G1,2025,20250611022959-snapshot.jpg,1749608999,2516,2596,791,897,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22cdac0a-e723-4dce-bc68-249ed4dbfb70,F1,2025,20250417013000-snapshot.jpg,1744853400,2448,2488,968,1021,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22cdf140-c423-492f-b5b3-7a3d66fb314a,W1,2025,20250627024959-snapshot.jpg,1750992599,1158,1297,1526,1609,,TRUE,Trichoptera,order,Trichoptera,order
22ce0ec2-a88c-4835-b4bb-e0913516d91e,W1,2025,20250623024000-snapshot.jpg,1750646400,2612,2748,64,275,,FALSE,Trichoptera,order,Trichoptera,order
22ce60a3-8fa7-4d4f-bc1b-6bafe65a7f0a,F1,2025,20250816024959-snapshot.jpg,1755312599,3928,3976,1752,1822,POINT(14.8958531 50.2718919),FALSE,Ephemeroptera,order,Ephemeroptera,order
22ce6a78-d66b-4cbc-b962-11fbe35b3343,W1,2025,20250615020000-snapshot.jpg,1749952800,2668,2720,2001,2076,,FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22cf3beb-cdd7-4c2e-8f2c-da94a7d28bb9,G1,2025,20250623005000-snapshot.jpg,1750639800,2580,2724,921,1112,POINT(14.8866697 50.2391933),TRUE,Oncocera semirubella,species,Oncocera semirubella,species
22cf9e0d-b579-401e-8ca3-8f02a4dce165,F1,2025,20250815023000-snapshot.jpg,1755225000,1208,1298,845,933,POINT(14.8958531 50.2718919),FALSE,Diptera Brachycera,order,Diptera Brachycera,order
22d03d9e-6542-48ee-8ea2-62ec7f7a3938,G1,2025,20250726005959-snapshot.jpg,1753491599,767,837,1472,1525,POINT(14.8866697 50.2391933),TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22d0d856-b7c9-44b8-998e-6162a6de3229,G1,2025,20250625020000-snapshot.jpg,1750816800,276,346,995,1065,POINT(14.8866697 50.2391933),TRUE,Hymenoptera Other,order,Hymenoptera Other,order
22d268b8-df74-4fc1-9e17-3a6ddd5161b9,W1,2025,20250727232000-snapshot.jpg,1753658400,1852,1949,1637,1737,,TRUE,Acleris forsskaleana,species,Tortricidae,family
22d26b9f-90d3-4fb3-98b3-c10c1c358478,G1,2025,20250908000959-snapshot.jpg,1757290199,929,1106,2052,2159,POINT(14.8866697 50.2391933),FALSE,Trichoptera,order,Trichoptera,order
22d3f023-a2e1-4efe-adb7-54b6bfb921f3,G1,2025,20250730024000-snapshot.jpg,1753843200,2804,2964,324,548,POINT(14.8866697 50.2391933),TRUE,Eilema lutarella L.,species,Indalia lutarella,species
22d4898a-55f9-4111-8246-75c7c2506afc,F1,2025,20250502000000-snapshot.jpg,1746144000,1525,1809,547,813,POINT(14.8958531 50.2718919),FALSE,Vegetation,order,Vegetation,order
22d54f67-536e-43fa-8d24-d3f5a6f30084,W1,2025,20250708025959-snapshot.jpg,1751943599,83,139,1371,1443,,FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22d55d97-deb6-4934-9639-30cb8637d587,G1,2025,20250721022000-snapshot.jpg,1753064400,2460,2696,813,1015,POINT(14.8866697 50.2391933),TRUE,Macaria liturata,species,Macaria liturata,species
22d5971a-ae4c-4995-a341-69c48cb83cba,F1,2025,20250621000000-snapshot.jpg,1750464000,771,1217,26,422,POINT(14.8958531 50.2718919),TRUE,Angerona prunaria,species,Angerona prunaria,species
22d5e142-3090-475a-bb9d-836f891892d6,W1,2025,20250703011959-snapshot.jpg,1751505599,514,665,1550,1737,,TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22d60661-fe3d-4b74-8094-e7510f934faf,F1,2025,20250616015959-snapshot.jpg,1750039199,2780,2896,1639,1787,POINT(14.8958531 50.2718919),TRUE,Aethes smeathmanniana,species,Aethes hartmanniana,species
22d65d10-4550-47ee-8b57-22cf960bade8,G1,2025,20250825013959-snapshot.jpg,1756085999,2804,2880,44,110,POINT(14.8866697 50.2391933),TRUE,Araneae,order,Araneae,order
22d7b9d6-1796-41f8-ba91-957beffc09ee,F1,2025,20250617011959-snapshot.jpg,1750123199,3736,3852,1559,1719,POINT(14.8958531 50.2718919),TRUE,Agriphila straminella,species,Pyralidae,family
22d7f9b8-271c-4997-8de1-220d9cff49e2,G1,2025,20250628234959-snapshot.jpg,1751154599,374,430,1720,1778,POINT(14.8866697 50.2391933),TRUE,Coleoptera,order,Coleoptera,order
22d83044-87d7-401c-b8d9-cd4ee8ac0fad,G1,2025,20250625020000-snapshot.jpg,1750816800,3588,3632,781,833,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22d830aa-5f01-4ae5-8001-53ea8001e0ff,W1,2025,20250625002959-snapshot.jpg,1750811399,2288,2332,981,1031,,TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22d9dc7e-0ed3-4c54-8e96-0501dfe11e66,F1,2025,20250614001959-snapshot.jpg,1749860399,2516,2640,0,162,POINT(14.8958531 50.2718919),TRUE,Archips xylosteana,species,Lepidoptera Micros,order
22da0710-6b6f-4242-98e3-bc11356f2e28,F1,2025,20250608015959-snapshot.jpg,1749347999,3552,3600,1465,1516,POINT(14.8958531 50.2718919),FALSE,Diptera Nematocera,order,Diptera Nematocera,order
22dac85c-ed9e-4e2e-96af-bff4a4b78a91,F1,2025,20250628023000-snapshot.jpg,1751077800,1955,2015,719,767,POINT(14.8958531 50.2718919),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22dae365-d261-430b-9705-e16008c68a99,W1,2025,20250707023959-snapshot.jpg,1751855999,2292,2652,366,605,,FALSE,Pleuroptya ruralis,species,Pleuroptya ruralis,species
22dd78ba-232f-4345-b686-93093c6b7814,F1,2025,20250706002000-snapshot.jpg,1751761200,1311,1474,747,921,POINT(14.8958531 50.2718919),TRUE,Coleoptera,order,Coleoptera,order
22dd8f7d-66d6-49f1-831a-44dafffd4db9,W1,2025,20250716025000-snapshot.jpg,1752634200,2460,2536,923,1009,,TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22ddf270-f93a-4c18-b2a9-889347382e47,W1,2025,20250624235959-snapshot.jpg,1750809599,622,707,1718,1816,,TRUE,Hemiptera,order,Hemiptera,order
22de5d36-28c7-45e7-85e1-abe7d57517e2,F1,2025,20250527010959-snapshot.jpg,1748308199,3408,3636,131,435,POINT(14.8958531 50.2718919),TRUE,Acronicta megacephala D.& S.,species,Noctuidae,family
22dfd59d-04f0-4c5c-8f7b-3c512d81a2a7,G1,2025,20250810003959-snapshot.jpg,1754786399,2360,2404,1977,2025,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22e01df6-3378-40e6-b216-dd10e98ce2c6,G1,2025,20250626012000-snapshot.jpg,1750900800,3480,3548,208,273,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22e09348-4d53-4913-87b9-f117c4352402,W1,2025,20250814235959-snapshot.jpg,1755215999,1843,1903,270,339,,TRUE,Hemiptera,order,Hemiptera,order
22e0964d-4861-4a46-97a7-2fb99cd31913,W1,2025,20250817013000-snapshot.jpg,1755394200,1923,2240,273,645,,TRUE,Pheosia tremula,species,Pheosia tremula,species
22e0a31b-3f98-4e33-af02-c322f80357ee,F1,2025,20250611022000-snapshot.jpg,1749608400,2112,2156,1173,1232,POINT(14.8958531 50.2718919),TRUE,Hemiptera,order,Hemiptera,order
22e21dfb-7bb3-4aeb-b02d-f9cd9aa11d7a,G1,2025,20250905001959-snapshot.jpg,1757031599,2580,2636,1304,1347,POINT(14.8866697 50.2391933),TRUE,Hemiptera,order,Hemiptera,order
22e3057a-7c49-4f9f-939c-fd322d8c55f1,F1,2025,20250819010959-snapshot.jpg,1755565799,2808,3252,1422,1883,POINT(14.8958531 50.2718919),FALSE,Hymenoptera Vespidae,order,Hymenoptera Vespidae,order
22e389a8-52fb-4679-94bc-ef346dd1cf9e,F1,2025,20250716024000-snapshot.jpg,1752633600,3796,3844,1116,1175,POINT(14.8958531 50.2718919),TRUE,Diptera Nematocera,order,Diptera Nematocera,order
22e3de1c-af28-4146-80f7-8e312489aecb,G1,2025,20250721024000-snapshot.jpg,1753065600,796,858,501,547,POINT(14.8866697 50.2391933),TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22e61f86-fbaa-4885-b19a-f0b26905133d,G1,2025,20250702012000-snapshot.jpg,1751419200,3104,3256,1566,1685,POINT(14.8866697 50.2391933),TRUE,Scoparia ambigualis,species,Scoparia,genus
22e6fa39-4cd3-4350-9a49-b74ce70741a5,W1,2025,20250625014959-snapshot.jpg,1750816199,1621,1665,1355,1403,,TRUE,Hemiptera,order,Hemiptera,order
22e73ea1-6964-484f-98b8-76f78f8552a6,W1,2025,20250630001959-snapshot.jpg,1751242799,861,907,1027,1087,,TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22e89fff-0f8f-497d-ae89-1aa48d3e645f,W1,2025,20250629235959-snapshot.jpg,1751241599,3476,3608,1077,1180,,TRUE,Trichoptera,order,Trichoptera,order
22e8b91e-6f4f-4a4d-b825-4bb7cc630e6b,F1,2025,20250623011959-snapshot.jpg,1750641599,3524,3604,767,898,POINT(14.8958531 50.2718919),TRUE,Orthotaenia undulana,species,Tortricidae,family
22e8e463-64f1-4f9f-98e2-188a35500023,W1,2025,20250817023000-snapshot.jpg,1755397800,190,299,61,240,,FALSE,Coscinia cribraria,species,Lepidoptera Micros,order
22e9a77d-22ce-464f-9475-86de251234f9,G1,2025,20250607025000-snapshot.jpg,1749264600,821,970,2013,2159,POINT(14.8866697 50.2391933),TRUE,Borkhausenia minutella,species,Oecophoridae,family
22eb5b70-72ac-4201-b257-b75ff498b73b,W1,2025,20250706004959-snapshot.jpg,1751762999,1718,1788,1643,1717,,TRUE,Brachmia blandella,species,Aethes hartmanniana,species
22ebb1d0-ebf2-4de6-8391-67e015b35c88,G1,2025,20250816023000-snapshot.jpg,1755311400,1352,1585,671,895,POINT(14.8866697 50.2391933),TRUE,Hymenoptera Other,order,Hymenoptera Other,order
22ecf35d-3cde-4fde-aa41-bf6ad4a0e9a7,G1,2025,20250718022000-snapshot.jpg,1752805200,3692,3780,1141,1267,POINT(14.8866697 50.2391933),FALSE,Plodia interpunctella,species,Lepidoptera Micros,order
22ee3afc-cad0-4e78-93dc-af37cfc2b2df,F1,2025,20250501011000-snapshot.jpg,1746061800,3432,3632,229,495,POINT(14.8958531 50.2718919),TRUE,Evergestis frumentalis L.,species,Evergestis frumentalis,species
22ee72ad-0efb-4945-b558-ffde89fe3586,W1,2025,20250818022000-snapshot.jpg,1755483600,337,819,699,924,,TRUE,Lomaspilis marginata,species,Geometridae,family
22ee832e-6909-41dd-a0e9-ecfe0d160bc0,F1,2025,20250831013959-snapshot.jpg,1756604399,3004,3344,1385,1711,POINT(14.8958531 50.2718919),TRUE,Peribatodes rhomboidaria,species,Peribatodes rhomboidaria,species
22eea7e6-a3bf-48f5-83b8-dde529f19f03,W1,2025,20250723004000-snapshot.jpg,1753231200,2724,2940,663,895,,FALSE,Synaphe punctalis,species,Lepidoptera Macros,order
22efe7c4-bbe9-408a-b4e2-348670255e23,W1,2025,20250630012959-snapshot.jpg,1751246999,576,622,1866,1931,,TRUE,Hemiptera,order,Hemiptera,order
22f0c640-27f3-465f-990f-d4140bb55d65,F1,2025,20250630022000-snapshot.jpg,1751250000,2308,2400,237,381,POINT(14.8958531 50.2718919),TRUE,Clepsis consimilana,species,Archips,genus
22f0d6fb-17d3-48dd-994c-82f4b2c807a0,F1,2025,20250815002000-snapshot.jpg,1755217200,90,154,0,92,POINT(14.8958531 50.2718919),FALSE,Tortrix viridana,species,Lepidoptera Micros,order
22f10765-dd7c-4430-b87a-528e9579fe39,W1,2025,20250628000959-snapshot.jpg,1751069399,1366,1410,1395,1456,,TRUE,Diptera Brachycera,order,Diptera Brachycera,order
22f107f0-85a6-45e5-99ac-4dcfe8e345dd,G1,2025,20250616024000-snapshot.jpg,1750041600,3456,3708,1625,1819,POINT(14.8866697 50.2391933),TRUE,Chlorissa viridata,species,Chlorissa,genus
